"","logFC","logCPM","LR","PValue","FDR"
"MGC4473",4.93547920776773,0.744348213124004,93.7561104319525,3.56898616830045e-22,1.28657935933967e-21
"MIAT",3.47817266457523,3.36833078894963,192.046127958484,1.13688821361744e-43,9.87091928594766e-43
"MICAL1",1.2262769456328,5.18713589893565,178.869165243508,8.55719899894897e-41,6.578622697902e-40
"MICAL3",1.14111854874285,6.89140932555853,174.397558325774,8.10523692395179e-40,5.97525605789004e-39
"MICALL2",1.51928101128178,4.68790899248304,211.079699968166,7.98562083250517e-48,8.24516734466352e-47
"MICB",1.51394223124083,2.65727399697945,245.229579671049,2.84756561120916e-55,4.03287833093207e-54
"MIF",1.0082798143031,9.07344001295971,123.979216664743,8.51306202987711e-29,4.07178527072678e-28
"MIOX",-2.88638698626752,7.02650362815895,218.651263251739,1.78066200294111e-49,1.99474309637741e-48
"MIR155HG",4.09125693404813,2.00204207075795,264.83793765813,1.51355375556001e-59,2.62214388419634e-58
"MIR17HG",1.80868809136196,0.428423465267765,63.6204490083001,1.50855061055396e-15,4.0828148131959e-15
"MKI67",2.41619682930965,4.74446870327694,174.231895186736,8.80933397382408e-40,6.48469698003977e-39
"MLANA",3.3555083536133,0.806343886646124,40.3865306529142,2.08372685424007e-10,4.38928974993961e-10
"MLF1IP",2.36411228076477,3.07056200810613,318.254407084132,3.47642105918743e-71,9.21622728840454e-70
"MLKL",2.02816876432386,4.47449325942523,537.318919222736,7.22268441534684e-119,7.57822359889102e-117
"MME",-1.83792103401946,7.57605857805606,151.568107053558,7.87445190675148e-35,4.80431854867692e-34
"MMP11",1.75035553437212,5.11778800813002,144.620651017654,2.59954167683464e-33,1.49193264418949e-32
"MMP12",3.96269602105375,1.29213955965885,32.4949665478426,1.19501640145966e-08,2.29528804503641e-08
"MMP13",6.58146384953175,0.329943966484735,35.1196788780796,3.10051647852403e-09,6.16174403275036e-09
"MMP14",1.31149935401322,8.17159126890916,143.744352402113,4.04096109621325e-33,2.29882700925854e-32
"MMP16",3.16111125242864,1.52637749259126,186.806486965541,1.58283750946777e-42,1.31894273230203e-41
"MMP17",2.24479936116164,0.733646090112269,65.1573455372657,6.9150206972543e-16,1.89631682989862e-15
"MMP19",1.01247812881216,4.06206830730976,68.5301454020248,1.24952813985711e-16,3.55145359704905e-16
"MMP1",1.4899866859422,3.64161942234703,18.7552583761673,1.48613012982424e-05,2.37191781513137e-05
"MMP25",2.02359746972775,1.96978745970588,197.56574942734,7.0966887303649e-45,6.49868256875886e-44
"MMP9",4.02929158441395,5.55883678079114,135.704503434956,2.31548008540179e-31,1.23120406111354e-30
"MMRN1",1.04249192356665,4.29435994422453,23.5601094057113,1.21071634076481e-06,2.05496272055764e-06
"MNDA",2.09239922383368,4.11144443950424,226.898845080533,2.82925657965387e-51,3.41320597411037e-50
"MOBKL1A",-1.06039085237927,6.07387149705435,105.426999546077,9.84591488574076e-25,3.97330135110107e-24
"MOBKL2A",1.04779900696217,6.2463591675679,305.165612355016,2.46825394349208e-68,5.88392248065416e-67
"MOGAT3",2.15217648642281,1.40182621072809,44.0927405091868,3.13180279439316e-11,6.85884607285957e-11
"MOXD1",-2.10473475650982,4.53112285454043,142.120754781201,9.15119245860356e-33,5.13728773326053e-32
"MPEG1",1.503666236244,6.08904949659471,128.867615330982,7.2495987780887e-30,3.6343126579658e-29
"MPP2",-2.0365665281305,1.0118307036114,167.727452544321,2.3202386227561e-38,1.62144630583692e-37
"MPP5",-1.29132890378893,5.69018419907168,497.273092706382,3.72643453742172e-110,3.05055759192562e-108
"MPP7",-2.7906881723184,3.84870516156698,554.627141794265,1.23995625711396e-122,1.47792866197927e-120
"MPPED2",-2.44693485461863,2.71094659232667,312.549728207777,6.07842104489295e-70,1.54543336429795e-68
"MPZL2",1.07259008465601,6.33602762885137,107.535176577616,3.39820133930036e-25,1.39784102027157e-24
"MRAP2",-3.18557682425736,0.377245168910778,291.533001083275,2.30426402488515e-65,4.91851428463666e-64
"MRGPRF",-2.53806192548091,2.96490537213126,307.690837354932,6.95450472588242e-69,1.69029634438698e-67
"MRO",-2.81311603919876,3.19499895013088,506.03607686303,4.62016386944024e-112,4.00208264481338e-110
"MRPS6",-1.62767420487647,6.03833445044367,262.978937723537,3.84762549330942e-59,6.58160415899162e-58
"MS4A14",3.83452975747859,2.19711288912148,315.447333302216,1.42099492198656e-70,3.69483478929805e-69
"MS4A1",1.51010573021291,1.51812644092834,31.9435460095661,1.58718840542441e-08,3.02823921787916e-08
"MS4A2",1.82293328854882,1.3139774287132,73.962091570089,7.96316795273448e-18,2.39828662477847e-17
"MS4A4A",2.20309395030235,4.54076279394087,212.470393856869,3.97109728679004e-48,4.16657594900597e-47
"MS4A6A",2.45130904818791,6.26165835085214,274.185791358301,1.38886404117918e-61,2.58335647309971e-60
"MS4A7",2.61531107254608,5.915899774165,332.868448942018,2.28057002284402e-74,6.82293429123555e-73
"MSC",2.70218030685833,5.75994659572608,195.227026421399,2.29859880245333e-44,2.06181960010549e-43
"MSI2",-1.19965799696691,4.09608026236245,186.56130654474,1.79043598593245e-42,1.48611174119262e-41
"MSLN",2.20128157585947,5.60453057581379,20.9680779764379,4.6700012858767e-06,7.68057723350005e-06
"MSR1",2.32109411572858,5.99526926053198,218.539449396483,1.88352609332034e-49,2.1036473211679e-48
"MSRA",-1.22822959136266,4.96872170848553,125.159683207147,4.6959638766778e-29,2.2657113276756e-28
"MSX1",1.3726165704532,2.17708926993336,128.609180859425,8.25774924543354e-30,4.12721254638424e-29
"MT1A",1.18238592808282,0.790886549772231,17.8722020370769,2.36246827234133e-05,3.71095569737622e-05
"MT1F",-2.2587033475534,4.86725706039052,217.033561638412,4.01290616022477e-49,4.41894226764146e-48
"MT1G",-4.75806249975162,6.35959552730079,501.987334235934,3.51211053941014e-111,2.9731213026518e-109
"MT1H",-4.42771906944533,3.45491523926562,227.508264101942,2.08334525358038e-51,2.53592818080833e-50
"MT1X",-1.0911770079328,5.96693939335558,31.8079432410666,1.70195278189954e-08,3.24304827951416e-08
"MT3",3.15353173623104,4.41161419346651,68.6421437544307,1.18054072402592e-16,3.35922006250232e-16
"MTBP",1.00395655978753,1.34351866088517,135.538850715518,2.51694390960647e-31,1.33594397254103e-30
"MTCP1NB",1.1085578371687,4.78568680665022,115.815161824517,5.21725788085798e-27,2.33429204705415e-26
"MTCP1",2.98058406833606,2.74413155099878,337.915044140952,1.81526879119673e-75,5.64628177871401e-74
"MTHFD2",1.2075196338562,4.85902997821113,99.4534862850967,2.00825001942812e-23,7.63288699986213e-23
"MTMR11",1.50698435720192,5.61186034355003,154.962018331305,1.42722993856856e-35,8.92707760484174e-35
"MTMR9L",1.37497176028399,2.89587113732496,67.1983283440578,2.45522218600702e-16,6.88377029531775e-16
"MTOR",-1.1763579388513,5.88542862682378,569.440863715558,7.42923262500801e-126,9.54208076551675e-124
"MTP18",1.51740399853687,5.56945024026032,255.575128025038,1.58148067137172e-57,2.50398305236634e-56
"MTTP",-1.55174092266988,2.31652497435209,25.2276587140066,5.09463075101828e-07,8.87050409716272e-07
"MUC12",5.15918367190747,0.668235130583634,168.129454597231,1.89550617230247e-38,1.32587542071054e-37
"MUC13",-2.39200385226875,2.84096395434855,95.3391385049058,1.60410207706225e-22,5.87067473499153e-22
"MUC15",-7.21691144422605,3.58883053183993,338.752232579975,1.19292624206431e-75,3.73390926061265e-74
"MUC16",3.08577527060933,0.0758802235100219,35.5508960400365,2.48472724323859e-09,4.9644563761582e-09
"MUC17",10.0403337300176,1.52053331753913,65.7991336998898,4.99301761120022e-16,1.37939865361157e-15
"MUC1",-1.90649959233564,6.82387631872262,175.474119746378,4.71706537037676e-40,3.51573571551993e-39
"MUC5B",2.10897717626473,0.281477467377751,35.8522628260522,2.12860669507707e-09,4.26723777582795e-09
"MUC6",-3.00014935486176,0.369950486851423,254.789772838445,2.34565836888343e-57,3.66330859937047e-56
"MXD3",1.53936510777683,3.13367998113079,187.945871606827,8.92720310288588e-43,7.51024274590043e-42
"MXI1",1.13989691309333,6.84259536595589,181.910766451396,1.85453218579041e-41,1.4697167572389e-40
"MYBL1",2.23424413643621,3.02918255502069,229.938944108752,6.14692429089538e-52,7.6446598505885e-51
"MYBL2",2.76900724211923,2.77106454290473,127.675959953677,1.32149548858267e-29,6.5325020850674e-29
"MYCN",-1.89615838456869,0.611182127756989,183.652306639676,7.72710440198741e-42,6.22303397217354e-41
"MYC",1.45989333468143,6.58138183025499,112.371654074072,2.96233832303229e-26,1.28376610456248e-25
"MYEOV",8.12517138782587,4.33530013973086,247.233435666311,1.04133108933765e-55,1.50191596321797e-54
"MYH10",-1.72674022124294,6.97823710210621,282.453819351095,2.19217170358106e-63,4.33747227246405e-62
"MYH14",-1.8256974435877,5.0770708993881,97.9945257562272,4.19540783576952e-23,1.57608122403253e-22
"MYH3",2.1024971682085,1.05098922108255,123.332032444412,1.17961119523158e-28,5.60785807203423e-28
"MYL3",-1.179147151755,2.06331069946517,30.4584091602716,3.41101517044065e-08,6.39978781317155e-08
"MYLK3",-3.83588591644293,0.658566007459209,1028.00752265284,1.46731465007448e-225,1.28597182185057e-222
"MYO10",-1.03958603770133,6.43896658553362,107.123218717453,4.18334069699765e-25,1.71512363909103e-24
"MYO15B",1.43167568990729,7.36569148299591,89.4607332089913,3.12785482273931e-21,1.08603842936362e-20
"MYO1F",2.4744601198936,5.16767063645538,317.872430801489,4.21052872971523e-71,1.11228133943311e-69
"MYO1G",2.78718086056262,3.85047383213167,268.986141490702,1.88745587299288e-60,3.3718471285037e-59
"MYO3A",4.12206809759221,3.36229534150709,343.601766623168,1.0482910523139e-76,3.38795843566697e-75
"MYO3B",-3.95480684395977,2.5395556369092,327.436198414979,3.4769085845214e-73,9.86713542872082e-72
"MYO5C",-1.20791952056987,4.3090279261468,220.485326100038,7.08797393949538e-50,8.10466030119276e-49
"MYO6",-1.12324377575237,6.98362103569917,347.131430693335,1.78574095576966e-77,5.95207035794456e-76
"MYO9B",1.02924786114032,6.53564619846172,210.681715926645,9.75294634766334e-48,1.00282365516795e-46
"MYOT",2.58755371278713,0.66008103487368,85.8884757836755,1.90375010254474e-20,6.40270265864878e-20
"MYOZ1",-1.35112786971786,0.749452295629848,112.480267319823,2.80442211533118e-26,1.21674679954337e-25
"N4BP2L1",1.5907317640731,4.50178927626501,399.575428114247,6.81331919625887e-89,3.18218315689846e-87
"NAALAD2",-1.00535659751304,0.204154948563678,67.233479929532,2.41183349080076e-16,6.76721415808673e-16
"NAALADL2",-1.96473100094113,2.30612250314216,470.520859008117,2.46846016233893e-104,1.81170384032944e-102
"NACA2",1.37545849630051,1.43956235857809,68.3732780066417,1.35298633536049e-16,3.8396463639116e-16
"NACAP1",1.16704379188662,2.59882618359724,175.001667270119,5.98194741440887e-40,4.43628842843593e-39
"NAGS",-1.12647212604382,2.90957982393357,66.8150252619211,2.98216449340813e-16,8.32826031626761e-16
"NAIP",1.46274905204893,2.13670535297471,132.732687264006,1.03443164511761e-30,5.36255987495035e-30
"NAP1L2",-2.04879586465665,2.69854798224508,172.370565960855,2.24611343820465e-39,1.63004598713157e-38
"NAP1L3",-1.0948764715067,1.87087339128913,72.1347092910564,2.00997132576945e-17,5.92414694018575e-17
"NAPEPLD",-1.05861336208757,5.09478392911117,359.803552981799,3.10713243727796e-80,1.11549798031336e-78
"NAPSA",-1.30316719227469,5.12743285358539,35.4794517677005,2.57755394750043e-09,5.14647229480152e-09
"NAPSB",1.57198792707715,4.08601070241762,73.433006646871,1.04110480654961e-17,3.11411775000654e-17
"NAT8L",-4.6869845409154,2.50354176038922,440.789544008158,7.28805026647733e-98,4.36082975583316e-96
"NAV2",-1.62045967185468,5.27420150073607,454.648916148783,7.02092290371709e-101,4.64909912633249e-99
"NBEAL1",-1.06934043295043,3.86612437271048,106.525873643223,5.65493460851214e-25,2.30579617089145e-24
"NBPF15",1.74581869417515,4.02668247329199,255.585688804676,1.57311959391833e-57,2.49339455636056e-56
"NBPF16",1.35660157053781,2.16697941400697,71.1519906532119,3.30738869295445e-17,9.63943351649614e-17
"NCAM1",1.45945502099685,4.53908570023762,24.0005084773522,9.63102627584698e-07,1.64744730750682e-06
"NCAPG",2.82942014510035,2.61900472481745,239.927063340025,4.07951920819976e-54,5.48068139611977e-53
"NCAPH",2.48791097254481,1.7390070209514,211.324070961413,7.06309866927956e-48,7.31801857257275e-47
"NCF1B",2.57945523298026,1.2170079158924,211.748361270135,5.70729449204437e-48,5.93391351269847e-47
"NCF1C",2.5636023850862,1.60157163379455,191.306075799122,1.64910351136532e-43,1.42434743280185e-42
"NCF1",2.52990711944465,3.1730968747129,238.63933963185,7.78742116277125e-54,1.03408901875338e-52
"NCF2",1.85042499037162,4.22157692619068,194.799651621963,2.84929592213987e-44,2.54811884417538e-43
"NCF4",2.12424867636134,3.34460951601748,275.686951246991,6.53897753259969e-62,1.23478106791132e-60
"NCK1",1.01411419713712,5.22732428224697,297.938662231502,9.26557813534768e-67,2.09480802182921e-65
"NCKAP1L",2.50939264221337,5.44679522954643,244.495886135294,4.1156525734592e-55,5.80673368295157e-54
"NCOA7",-1.03771615529653,6.45238414919212,136.211479263337,1.79371904297652e-31,9.57871685351514e-31
"NCRNA00087",-1.57142096589007,2.05542307665055,151.54931455992,7.94927742811701e-35,4.83911027218031e-34
"NCRNA00105",2.89582362251045,2.12087344299776,129.185362178721,6.17716707403236e-30,3.10819359121945e-29
"NCRNA00115",1.51544553229574,0.633173711102492,106.295831264816,6.35099332166539e-25,2.58534015025936e-24
"NCRNA00152",2.00662007828912,3.95496704329077,185.30287070106,3.37038088363708e-42,2.76211797498949e-41
"NCRNA00173",3.73736643030862,1.28956765174731,203.33350130662,3.91215958709094e-46,3.7750819746158e-45
"NCRNA00174",1.5142336545082,3.15574249195458,118.798360993777,1.15935570944482e-27,5.3017927302082e-27
"NCRNA00175",-2.79163997786735,0.121879620461699,284.408022577842,8.22314439391138e-64,1.65787047800928e-62
"NCRNA00176",2.09564304872721,0.34667896359404,215.727352279435,7.73388587778186e-49,8.37406727420581e-48
"NCRNA00201",2.26797798225352,5.45246977155892,179.349367134156,6.72173301445174e-41,5.18628172875797e-40
"NCRNA00219",1.57025214317427,5.29326334457458,165.004151190613,9.12857867626011e-38,6.21887031081845e-37
"NCS1",-1.26725869279608,4.73335095119865,172.087377921357,2.58987141382475e-39,1.87586262491857e-38
"NDC80",2.8421915851609,2.11178151827599,306.180225535278,1.48372445515695e-68,3.58863809373108e-67
"NDRG1",1.11684373952695,11.2428671467942,99.8439457833488,1.64890636177398e-23,6.29117948375686e-23
"NDRG2",-1.53328576500685,6.8252922274266,256.412729327082,1.03866626164453e-57,1.65863758116205e-56
"NDUFA4L2",5.56368662876934,10.8114250164058,526.784297921878,1.41431527276106e-116,1.36830410706929e-114
"NDUFS1",-1.11037212015813,6.37333159945274,273.026628109388,2.4847471430261e-61,4.55353600048535e-60
"NEAT1",1.59358007068646,9.6296774386812,66.8886924524077,2.87277993269986e-16,8.0288028920081e-16
"NEBL",-1.42652722803891,6.36445602682063,170.525679223069,5.68007296930683e-39,4.06667021478628e-38
"NEB",1.94974321068706,4.20471142734251,32.652391816584,1.102037192163e-08,2.12215430662756e-08
"NECAB2",-1.08193367798091,1.87023138939723,24.4683538018279,7.55404525537122e-07,1.30233418490831e-06
"NEDD4L",-1.08570722409795,6.85049583396936,98.138288441091,3.90161458973996e-23,1.46941748666673e-22
"NEIL3",3.65472671197213,0.0816681409727826,198.543069542208,4.34282580639715e-45,4.00394564910341e-44
"NEK2",2.29356882641463,1.34006039808796,129.013532825657,6.73575565069463e-30,3.38012877870324e-29
"NEK6",2.0712799751894,6.73338623166578,284.73725140557,6.97103554632473e-64,1.40733683746195e-62
"NELL1",-5.67016268251043,2.31723422336069,185.193026201544,3.56171215433049e-42,2.90931740062335e-41
"NELL2",1.79737093236309,1.85096303828211,71.6697728169968,2.54399981303049e-17,7.44803560902757e-17
"NETO2",3.53930838361605,6.15290933564859,522.359727041128,1.29764004797132e-115,1.23143560985507e-113
"NEU4",-1.98997325860655,0.511606178392476,76.2767240554361,2.46573132742765e-18,7.6028416902617e-18
"NEURL1B",1.15160779673812,6.10475654317909,92.4386913780023,6.94430755488668e-22,2.4793491076026e-21
"NEURL3",-1.20909523188285,2.05109603294395,79.3260509002607,5.2660736961534e-19,1.66934536168063e-18
"NFAM1",2.09986809960109,4.07093782691212,290.424877415952,4.0177194002728e-65,8.50284110009438e-64
"NFASC",-1.75476541921456,5.40841227024198,191.669670893539,1.37368174227442e-43,1.19060408831568e-42
"NFE2L3",1.53770782514812,5.3508299656447,140.356812461423,2.22427146327587e-32,1.23240686245248e-31
"NFKBID",2.62222370699741,2.12968879006052,168.986094111886,1.23201908692718e-38,8.67889001235372e-38
"NFKBIE",1.07856073624889,5.34799482628218,149.781537558916,1.93513223318822e-34,1.15928971219426e-33
"NFKBIZ",1.00563323363926,4.52211190427863,29.5811091384871,5.36250303775789e-08,9.9423274759281e-08
"NGFR",1.64504240312485,5.64400526206714,82.0080879121059,1.35530934287844e-19,4.4031299388456e-19
"NGF",2.44688062492986,2.79811131792317,190.315702910815,2.71281520648766e-43,2.32422275799078e-42
"NHEDC2",1.41270817466576,2.64525395694005,157.019436410744,5.06877262994761e-36,3.21223493890215e-35
"NHLRC4",-3.49738003450828,2.25755392355828,907.886053842592,1.89450454223637e-199,1.17609263228249e-196
"NHSL1",-1.18913811615605,4.66186323388215,228.961826037328,1.00404503657035e-51,1.23528216348982e-50
"NICN1",-1.07098922289195,4.04163753171517,295.218773482601,3.62632811836695e-66,7.91049233316972e-65
"NID1",1.44036201338929,8.01245736900601,147.550795817527,5.94738419789004e-34,3.50237459147683e-33
"NID2",1.20122367346925,6.04145269405298,72.9118897173369,1.35568999981152e-17,4.03242669339027e-17
"NINJ2",2.08927678590004,1.08734202819275,165.065535335704,8.85103276489208e-38,6.03531062536051e-37
"NINL",-1.32340898564322,4.21982561052476,260.536359515218,1.31100102302024e-58,2.17997815200653e-57
"NIPAL1",-3.35830032192195,1.00951373002313,397.852327358727,1.61606601151749e-88,7.43140972395033e-87
"NKAIN1",3.5635751395073,1.44238112212206,148.409155555494,3.86093466317884e-34,2.28814898753785e-33
"NKD2",1.55350738830838,3.19784427662098,33.9428767694602,5.67540886202428e-09,1.11114213712615e-08
