"","logFC","logCPM","LR","PValue","FDR"
"LAT",2.7519863938509,3.93856564800243,243.127313451113,8.18143701763576e-55,1.14027343429144e-53
"LAX1",2.51077499096272,1.5498662266517,151.348631492719,8.79406127333093e-35,5.33914909989232e-34
"LAYN",1.40719948596311,4.01681715279709,131.13839994038,2.30931164447407e-30,1.1796350703311e-29
"LBP",4.93606359050568,5.6537816489661,57.7226412738746,3.01808768802511e-14,7.6918386014174e-14
"LCAT",1.66724406281898,2.90143730462959,162.261374315882,3.62732329679272e-37,2.41589136338465e-36
"LCK",1.28826157177461,3.82676183655046,64.505724725154,9.6252285601034e-16,2.6231256688674e-15
"LCN12",-1.23788041820399,1.74654550378433,62.9190116906441,2.15383178180736e-15,5.78822866470921e-15
"LCN2",-1.82147951222237,2.74106923193568,24.9303061435353,5.94406288409978e-07,1.03109317627433e-06
"LCP1",2.02267501965318,7.41937760640334,195.498135695181,2.00583042131866e-44,1.80355265221646e-43
"LCP2",2.40759211485475,5.49526857533422,398.134310400558,1.40305329842656e-88,6.49195375566998e-87
"LDB2",1.04244660857918,6.24669893216376,76.3464351086554,2.38020691456803e-18,7.35435562425324e-18
"LDHA",1.57320017769587,10.8721037590384,337.059334507711,2.78806757503045e-75,8.63605380465254e-74
"LDHB",-1.81061290733334,9.43423537334685,760.200786535469,2.4288635431485e-167,7.38523223048357e-165
"LDHD",-2.49531448302699,4.98383253848231,253.987389065285,3.50897132756745e-57,5.44585039681535e-56
"LDLRAD2",1.34788660772995,4.6138028023232,107.920470590284,2.79782616687269e-25,1.15502388640167e-24
"LDLRAD3",1.51831152837815,3.93981237148291,211.770905954211,5.64302353475718e-48,5.87529054118429e-47
"LDLR",-1.27958126155084,4.61934187375396,75.377332293382,3.88828403189596e-18,1.18907109587886e-17
"LECT1",4.82145145078506,0.866443544858296,10.5630488867802,0.00115370745389627,0.00160630664008976
"LEF1",1.27498508807217,3.88019109509718,41.8507377278374,9.85135962247325e-11,2.10914509290457e-10
"LENG8",1.52197100661307,7.39835129640418,100.969919183582,9.33910145883463e-24,3.6000846736139e-23
"LEPRE1",1.30771790391419,5.39459502328934,202.586193289836,5.69487626602275e-46,5.47759596433008e-45
"LEPROTL1",1.12827523192675,6.80108857657702,237.822941972522,1.1733030182942e-53,1.55111283669613e-52
"LGALS12",3.81827118593284,2.3151149540087,96.6936380449183,8.09288828838385e-23,2.99716486722921e-22
"LGALS1",1.91553146788701,7.96478189772976,247.677814114542,8.33117811382647e-56,1.20628010415841e-54
"LGALS3",1.41191103567304,7.97474678710429,87.0477066133539,1.05934809397668e-20,3.6034765415887e-20
"LGALS4",3.58955866293677,5.03406862089902,58.5572704257114,1.97458643760482e-14,5.08194218930284e-14
"LGALS9",2.06881836627549,5.72648191974093,331.687868275467,4.12259045085461e-74,1.2186999033191e-72
"LGI2",-3.16707017432859,3.11776335824795,727.515118007651,3.10830413294554e-160,8.124670750308e-158
"LGI3",1.77547105025948,0.537741667278729,14.6253710537417,0.000131137154662255,0.000194758021063889
"LGI4",4.42673080113788,6.99882426369553,175.822475833917,3.95914531152508e-40,2.95824001988025e-39
"LGR6",-1.90561354611916,0.121122454977424,243.223761780137,7.79472274490195e-55,1.08739301663197e-53
"LHFPL2",2.12577936106898,6.03289201299966,258.169820282306,4.29988594545172e-58,7.02456148040407e-57
"LHFP",1.001683744324,6.62814622378289,63.4874888638556,1.61388586478004e-15,4.3615609467364e-15
"LHPP",-1.05089943308633,4.37556323460126,184.480564072615,5.09561008104237e-42,4.13504872535132e-41
"LHX1",-3.43280527416233,0.573569739283122,71.8834644841677,2.28288958351224e-17,6.70202402064017e-17
"LIG1",1.00740510072809,4.57493404925284,234.525348994871,6.1444106543501e-53,7.87150252271386e-52
"LILRA1",1.96089006574882,0.48857954403815,142.469152342093,7.67891173159752e-33,4.32872137302578e-32
"LILRA2",2.23277416798036,2.05002193361923,219.349486172519,1.25394410540017e-49,1.41748962263711e-48
"LILRA4",3.0444131166835,0.612899759991205,118.130538758086,1.62344189091541e-27,7.39910086654902e-27
"LILRA5",1.48334029760182,1.55961410768521,91.5347482685236,1.09649723036163e-21,3.87493174458205e-21
"LILRB1",3.12741209547251,3.71306059502853,479.694287852478,2.49038214731179e-106,1.89307161289787e-104
"LILRB2",2.48671512576102,3.79435672168665,347.589036599197,1.4196005450651e-77,4.77440824400112e-76
"LILRB3",2.4992405771445,2.68902714040934,248.862510912078,4.59647366512383e-56,6.7404390882559e-55
"LILRB4",3.33674492692843,4.26085665333694,283.265175822144,1.45905683485652e-63,2.90233481742687e-62
"LILRB5",1.93379014422998,2.69222573508127,109.665762439625,1.15988007119958e-25,4.88165344090466e-25
"LIMD2",1.85658486952891,4.63856471916121,199.471519690027,2.72369751355915e-45,2.53310669503856e-44
"LIN52",-1.14730291975762,2.78841610977229,229.130078499859,9.22697804029368e-52,1.13801941905907e-50
"LINGO1",1.99598858575307,4.35979662671706,180.38845846304,3.98661750930481e-41,3.11793250767099e-40
"LIPA",1.3316343459681,7.80181449340507,182.325151379659,1.50578520052568e-41,1.19971624078247e-40
"LIPG",-1.33435471455616,3.82085319771403,58.1728821932461,2.40065553120234e-14,6.15193786711104e-14
"LIPH",-3.68796588639013,2.27685416309498,253.914501516026,3.63972852804649e-57,5.63703901656597e-56
"LIX1",-1.53940730527193,3.09936980984282,30.4844389147398,3.36555287283881e-08,6.3168773308674e-08
"LLGL2",-1.63283333189796,6.03337005779122,428.236107214921,3.93369758141374e-95,2.23695268188868e-93
"LMBR1L",1.32337790541374,4.6035621832393,265.056667386898,1.35619879242999e-59,2.35776030436574e-58
"LMNB1",1.45346632626927,4.15185289292299,157.672962171993,3.64838535862359e-36,2.33093025120638e-35
"LMO3",-3.82715963120772,1.34522085167338,418.032797196877,6.54084089729915e-93,3.54643309417273e-91
"LMO7",-1.13361317681289,6.38940480377153,182.189383652136,1.61214700840387e-41,1.28171709061949e-40
"LMTK3",-1.83149070236348,2.02518803830142,104.144861976312,1.88051698711197e-24,7.48139455032879e-24
"LMX1B",-4.32282918470709,1.06314092125063,194.195449755199,3.86016726374082e-44,3.42949505441112e-43
"LNX1",-1.4740260295372,4.21914896029641,204.460466160513,2.22080560073544e-46,2.16543080139773e-45
"LOC100126784",2.45492657987702,1.86867330930733,194.416001502344,3.45517393995433e-44,3.07335143470922e-43
"LOC100130557",1.00274647797134,1.60269924390613,46.8635639882993,7.61045420137724e-12,1.71930488470537e-11
"LOC100130691",-2.77025252067189,0.941315384367843,1014.61025395364,1.19824647364816e-222,9.39614432151785e-220
"LOC100130872",2.06135431136215,2.0739613354454,103.825207090938,2.2097579083797e-24,8.7724974891951e-24
"LOC100131434",2.65939179869904,1.35411277310688,150.517025533371,1.33644628908605e-34,8.07777414243128e-34
"LOC100132215",2.86060717809189,0.431487273360594,224.708900932691,8.49768083451919e-51,1.00801709198648e-49
"LOC100132247",2.36448010190863,3.50954205600321,172.993556536062,1.64201232708552e-39,1.19747144695287e-38
"LOC100132288",1.00220902578406,3.6270179460781,44.5709166607487,2.45308692714476e-11,5.39940052113011e-11
"LOC100133669",2.72917458589409,0.344255857044525,100.515791214159,1.17456769652266e-23,4.5044746745151e-23
"LOC100233209",3.61169234389385,0.983185418781558,367.725624399782,5.85329272445452e-82,2.23038895912143e-80
"LOC100270804",1.37328706536202,0.878543688469826,67.2553724588688,2.38519936315141e-16,6.69500476857439e-16
"LOC100272228",2.56514798152633,1.21449127642553,139.640686655664,3.1899800269137e-32,1.75962652428683e-31
"LOC100303728",-2.10996435175652,0.863648094852742,350.34522085226,3.56420749386112e-78,1.22076155059855e-76
"LOC121838",-2.63595608899824,1.46091872642434,92.1867112142556,7.88726224255168e-22,2.80458997975603e-21
"LOC145820",-1.13734907894377,2.78977171260825,59.7545546246506,1.0745620418347e-14,2.79551246050204e-14
"LOC146880",1.75147057160496,3.91218736776556,160.601545798665,8.36025107530092e-37,5.48236711139562e-36
"LOC150776",1.47394952895456,3.83602467789847,144.719330281489,2.47356153635245e-33,1.42236948398746e-32
"LOC151534",1.19405314625747,4.3506460823439,144.426957151615,2.86578763067899e-33,1.64220653498024e-32
"LOC153328",-1.13498026023073,0.977946320039358,25.9296166493148,3.54094611680083e-07,6.23010819487667e-07
"LOC153684",1.64830242528402,1.05860706994325,189.23883319854,4.66099913910121e-43,3.9501835138492e-42
"LOC154761",1.88689741664582,2.37431355152671,298.329369553526,7.61638361514106e-67,1.72719177293739e-65
"LOC220594",2.57761730924965,2.47737574014668,93.8429372573324,3.41581017357102e-22,1.23255402702917e-21
"LOC221442",2.22633035502739,1.33515356286796,108.237937695939,2.38373006381193e-25,9.86807285933145e-25
"LOC222699",1.89320753383434,1.65825869148137,211.668318850576,5.94145228661398e-48,6.1730612007156e-47
"LOC254559",1.95651165737523,3.25479917516821,42.095367906782,8.69288570976152e-11,1.86621475777719e-10
"LOC255167",-2.02708980028836,0.639007393028198,61.8752447117554,3.65920982386749e-15,9.73719720768026e-15
"LOC283050",1.51673592798795,0.256753819763504,68.0211738886333,1.61749254876501e-16,4.571134575882e-16
"LOC283174",1.27791867191519,1.86917204754584,54.4676567495236,1.58027422302622e-13,3.87819233221342e-13
"LOC283314",1.67317510461099,4.77385203471155,128.805109606978,7.48153465701272e-30,3.74806270527346e-29
"LOC283663",2.59892222452046,0.79949740749608,189.323768218168,4.4662104337024e-43,3.79157089753459e-42
"LOC284749",1.45873746333167,1.45998342728621,29.635561845192,5.21395444360595e-08,9.67165179971179e-08
"LOC285074",1.17459518675024,3.64391118160089,219.61213353603,1.09897417946971e-49,1.24798904724994e-48
"LOC285830",2.13364678793628,2.1941938012596,387.599759520171,2.75687200851582e-86,1.19403011787434e-84
"LOC349114",1.23259598077251,2.42840930528836,66.2093920785508,4.05475870586647e-16,1.12519742891981e-15
"LOC387646",-1.88827218191688,1.35445388971137,243.037537684015,8.55861917178188e-55,1.19172772934933e-53
"LOC388387",1.85538302212669,3.95862056052262,28.6011271170642,8.89304038327039e-08,1.62453909600718e-07
"LOC389332",-1.58961054581836,4.23011520296975,47.3297414085989,5.99949765513883e-12,1.36322274765767e-11
"LOC389493",-2.29610955977921,0.598370975694375,15.7853701562636,7.09490016179336e-05,0.000107589737924233
"LOC400043",-2.27236110380622,3.68649116802555,475.950914515684,1.6248876195848e-105,1.22268690122191e-103
"LOC400759",1.68192964996716,0.750149629371993,115.154744302129,7.27899310926456e-27,3.23440853966396e-26
"LOC401431",-1.11690658702533,0.923758658130418,56.359536596599,6.03598103636044e-14,1.51883265429377e-13
"LOC541471",2.34001823905905,4.42195221031764,311.032270392173,1.30122596981534e-69,3.2748252912633e-68
"LOC55908",4.2556023425046,2.10642917605713,46.7235888751538,8.17391576968162e-12,1.84380274114287e-11
"LOC613037",1.97105813667509,0.357931871430754,51.4052250599012,7.51382895562612e-13,1.7854631197747e-12
"LOC619207",2.32030202888254,0.829013898769273,125.767796098736,3.45651430866752e-29,1.67857257773264e-28
"LOC643008",-3.36380219229876,2.90627043911206,281.481290737337,3.57108519445378e-63,7.0284806224791e-62
"LOC644538",1.30517431105468,3.75597271665067,169.479514363395,9.61272988170503e-39,6.80057276863833e-38
"LOC645166",1.34038974581658,3.5869673810139,79.7551441529143,4.23805744758206e-19,1.34920551093002e-18
"LOC647309",-3.49049565439785,0.24207270415342,162.351477436591,3.46658229983256e-37,2.3129695335963e-36
"LOC650368",1.2541047976038,0.864185219539464,118.239012347347,1.53704273157892e-27,7.00961115941056e-27
"LOC654342",1.36777815154723,5.36740362017778,89.7526265112002,2.69879799268241e-21,9.392523077079e-21
"LOC728264",1.7170389447114,4.17067123756995,75.425687474524,3.79421556020617e-18,1.16101905178706e-17
"LOC728875",1.21951342731519,1.45588499212122,52.9313171518368,3.45417983743517e-13,8.33233039646606e-13
"LOC729603",1.40762515404724,1.10808922243602,153.803256552429,2.55696789509234e-35,1.5860226756445e-34
"LOC729799",1.31399136692017,0.269068273218533,151.235840423275,9.30768273568069e-35,5.64408486279636e-34
"LOC729991-MEF2B",1.07143944873755,1.55174413047046,129.393236254638,5.56296253257188e-30,2.80198035066898e-29
"LOC84740",4.52425259933987,1.49359650272816,108.767892897709,1.8244705868187e-25,7.59720158552592e-25
"LOC91316",1.47157416559668,4.44800236126222,75.9363076855691,2.92963499029684e-18,8.99230154932686e-18
"LOC96610",1.99317694218093,9.1009608283881,44.5580067070591,2.46931591022913e-11,5.43351613447111e-11
"LONRF2",-1.85666407667759,3.00157109185507,105.372778492802,1.01190492835079e-24,4.07910485051364e-24
"LOXL2",2.59096446840578,6.82983623066436,196.38881527225,1.28206003750005e-44,1.16259357874092e-43
"LOXL3",1.75557462486959,2.75899736004646,149.531677737311,2.19444583853351e-34,1.31042278750745e-33
"LOXL4",-1.20020195141179,3.86100176035185,97.0431815368977,6.78317433237699e-23,2.522778691415e-22
"LOX",3.60172198273764,8.20406102597398,183.421473399389,8.6778429903447e-42,6.96987507887578e-41
"LPAR5",2.34447140673581,2.82793704029595,249.015647434122,4.25636708090969e-56,6.26017898701614e-55
"LPAR6",1.44667618475008,5.88277472689698,157.54988117648,3.88145798595404e-36,2.47877593367892e-35
"LPCAT1",2.47214915065614,7.8827819382352,340.610628643838,4.6977174682778e-76,1.48601470403123e-74
"LPHN1",-1.2247652102729,4.5087705221505,157.341931971385,4.30956815987618e-36,2.74864109648952e-35
"LPIN3",1.35072743050231,5.5094175994197,123.977342311377,8.52110742580061e-29,4.07432540234285e-28
"LPL",-1.09949670429164,5.4775531623883,73.1327463962925,1.21216593978802e-17,3.61925056851737e-17
"LPPR1",-4.10519898999727,2.21923166552599,175.303454672602,5.13972993862332e-40,3.8192935838179e-39
"LPPR4",1.4459999601135,1.31378384541055,44.4509619145655,2.60808795580036e-11,5.73209949158719e-11
"LPPR5",7.51306074842185,2.89803308723393,195.892775179044,1.64499962934618e-44,1.48448512886909e-43
"LPXN",1.57922942420504,4.74341285239749,262.465524647709,4.97851942760947e-59,8.47713839450896e-58
"LRAT",2.70696475709431,1.71136601725733,130.298647433645,3.52538783513043e-30,1.78473507834211e-29
"LRBA",-1.15308003959289,6.57820099124438,383.007637027669,2.75523154980826e-85,1.15634351719981e-83
"LRDD",1.21001950172232,3.99539624571417,121.884410462665,2.4468630097676e-28,1.14640918184049e-27
"LRFN1",1.09294998415763,1.56524084987793,115.964416277508,4.839016217069e-27,2.16701240210734e-26
"LRFN5",1.77631228890313,0.459454188290202,20.6419961426549,5.5368164513806e-06,9.07015154580754e-06
"LRG1",1.1856492201888,3.80199491129474,26.3413950581496,2.86090678383116e-07,5.06471603758323e-07
"LRMP",1.46252201699519,4.55807763814396,111.971165786265,3.6254475452568e-26,1.56657607241245e-25
"LRRC14B",3.90614621191421,0.614909286798626,68.1982686887715,1.47855507648366e-16,4.18642951055303e-16
"LRRC15",1.17454516181325,2.0799988464285,9.55155729962371,0.00199779851872652,0.00273225629984454
"LRRC16A",-1.35490631274319,4.7629214202282,516.441442553278,2.51627585944696e-114,2.31419716233952e-112
"LRRC16B",1.63731311519463,0.905706383609903,61.5240568881703,4.37366591360927e-15,1.15804600047742e-14
"LRRC17",2.02791294901587,3.18820010469808,158.00957339753,3.07998859595753e-36,1.97286113891536e-35
"LRRC19",-1.86160813827512,4.53313703615667,128.188827676919,1.02056450052917e-29,5.07015354897768e-29
"LRRC25",2.25750421458557,4.32622612828351,175.363168334155,4.98770213297903e-40,3.7137318380437e-39
"LRRC2",-3.36778324186484,1.99181837042766,331.760406104399,3.97531550158898e-74,1.17984513263295e-72
"LRRC36",2.68063071488506,0.951274030458493,207.7702049201,4.21071635513709e-47,4.24749241538169e-46
"LRRC37A2",1.01952381024232,2.65775978167755,61.7678809858655,3.86426452007575e-15,1.02718424771826e-14
"LRRC37B",1.25001690943282,2.71386530357663,247.924170289421,7.3620147431224e-56,1.07011373324664e-54
"LRRC39",3.89374753639144,0.204128717345471,143.734064462234,4.06194463910434e-33,2.30900088431956e-32
"LRRC4C",1.16671574529593,0.5437786546089,19.2633580075452,1.13870862121056e-05,1.831744736279e-05
"LRRC66",2.66416082252771,1.37200139037222,182.031039072597,1.74572375114638e-41,1.38569729186627e-40
"LRRC7",1.94359274545996,0.909000556688914,40.1396808024359,2.36437152888856e-10,4.96711384784414e-10
"LRRC8C",1.10195906337553,5.35921907941105,156.037687188535,8.30676700604562e-36,5.23308759505597e-35
"LRRK1",1.55276216187784,4.62504780615332,154.721412138597,1.61092052911774e-35,1.00633563787527e-34
"LRRK2",1.23132585059235,7.47509292114473,82.9139974218748,8.57021531107291e-20,2.80817325532605e-19
"LRRN1",-1.05165450211531,0.38870313561859,16.9329581746749,3.87233839283449e-05,5.98609355829436e-05
"LRRN2",-2.61706616263309,3.5565043971198,187.263722808688,1.25783452854652e-42,1.05165413248118e-41
"LRRN4CL",1.82800587958921,1.67713475887555,35.7885374562936,2.19938099672406e-09,4.40615536778159e-09
"LSP1",1.97507074281422,6.12849287466452,201.163102722393,1.16418081720363e-45,1.10267832139332e-44
"LST1",2.4080259380637,3.71260371196191,287.980397795772,1.36966567356297e-64,2.82640566072225e-63
"LTB4R2",1.89697064242225,2.20779845116949,224.681149788023,8.61694032269733e-51,1.02135078653833e-49
"LTB4R",2.7682841577597,3.57363668491289,335.851725736529,5.10866035899085e-75,1.56291438785636e-73
"LTBP4",-1.13500800053243,6.48717512690598,83.1667567870101,7.54153611760213e-20,2.47874137692817e-19
"LTC4S",1.21796084418214,2.06985853436356,74.9337971289561,4.86765620941225e-18,1.47915989932762e-17
"LUC7L",1.19951122853764,5.14680633526938,85.2788453968014,2.59120688043474e-20,8.652261611743e-20
"LUM",-1.17432555517315,6.86976640993117,29.2801436208127,6.26342399667371e-08,1.15636622213682e-07
"LY6E",1.42311552334783,8.56548013819222,95.0032646465526,1.90071547800079e-22,6.93747180468736e-22
"LY6G5B",2.71570039131886,1.40313513485336,199.12284182282,3.24526001091599e-45,3.00504219407317e-44
"LY6H",3.76453848143645,1.501817523028,132.093420259684,1.42741398394262e-30,7.3562922679907e-30
"LY6K",-1.24898243935341,0.680554559081328,41.6802576577869,1.07488922665873e-10,2.29767210731542e-10
"LY86",2.77600192896939,3.86476749626829,335.418742889098,6.34755605371129e-75,1.93399258986185e-73
"LY96",2.13737654903492,3.04903602704661,167.32823922548,2.83616946250534e-38,1.97273990765019e-37
"LY9",2.58837143505683,1.51291512380701,190.105017318776,3.01583837669992e-43,2.57348086909806e-42
"LYAR",1.00150305048997,3.47186023671876,213.304501908384,2.6118202034378e-48,2.77321800618201e-47
"LYNX1",-1.46086653595317,4.47272772409998,162.330884809019,3.50267919505654e-37,2.33600793765208e-36
"LYPD3",-1.30028351372679,0.483921278468927,82.9453363747485,8.43541348392881e-20,2.76521948288351e-19
"LYPD6B",-2.86852732326519,1.50339871662843,79.6401998278553,4.49192459122738e-19,1.42819429118004e-18
"LYPD6",-2.49806001117553,0.530502932843719,153.270061806002,3.34388724546883e-35,2.06896080025914e-34
"LYZ",2.70583825477639,8.12182789411453,190.118650325118,2.99524451508513e-43,2.5588387632026e-42
"LZTS1",2.32525031190106,5.58229080651163,257.557990125988,5.84555119270676e-58,9.49758639259957e-57
"MACROD1",-1.34244908637793,3.90000189260225,169.00640718001,1.2194969229624e-38,8.59474203179606e-38
"MAD2L1",1.18581041283076,2.76810129354675,121.658881174016,2.7414387069766e-28,1.28067469837438e-27
"MAGI2",-1.4301140349646,3.77494454463485,318.688249728378,2.79660194747307e-71,7.44045935989309e-70
"MAGI3",-1.7130310868905,3.91698184018558,364.014534424063,3.76221749433045e-81,1.3951221468272e-79
"MAL2",-2.75538199380567,6.45104474474444,331.743671410516,4.0088184027754e-74,1.18742316864713e-72
"MALAT1",1.68395584178794,8.40300300309875,81.3795293816204,1.86277472058689e-19,6.01375526804423e-19
"MALL",1.82518786738505,6.04769383409952,146.909475773608,8.21334967930502e-34,4.80261761663915e-33
"MAL",-3.74680786036056,6.63289949012936,383.981216883077,1.69121759465519e-85,7.15836674510446e-84
"MAMDC2",-1.93590122525945,1.75656491801218,172.268411781194,2.36451166486955e-39,1.71346591901223e-38
"MAMDC4",1.26079527403386,3.7506714621029,60.9499795518204,5.85435411457554e-15,1.54078823446495e-14
"MAN1A1",-1.54022687770456,6.56818588806554,326.795904758339,4.79351129789379e-73,1.3500666318964e-71
"MAN1C1",-2.27104187978656,4.15362774291977,264.24700811312,2.03609496448949e-59,3.51108551804733e-58
"MAP1B",1.08839326801251,6.78031988453334,80.8148123074885,2.47892856792583e-19,7.95981826153598e-19
"MAP3K12",1.19733678146895,3.59715394605698,169.573537423204,9.1687648985431e-39,6.4988310287057e-38
"MAP3K15",-3.01282847380973,0.771700753692392,121.535613227755,2.91717501593131e-28,1.36076989863371e-27
"MAP3K8",1.15109899125529,3.18629874936919,97.851803445165,4.50895888190061e-23,1.69088795322017e-22
"MAP3K9",-1.73942025322742,1.26088959415578,171.901874280931,2.84309493101657e-39,2.0552776019998e-38
"MAP4K1",2.71141140359055,3.13875941456304,227.872658954001,1.73495964192226e-51,2.12052204306807e-50
"MAP4K4",1.35071658372733,7.4664973901353,297.269103552527,1.29643473416299e-66,2.89723516226743e-65
"MAP6D1",1.24666304503457,0.935278590856076,105.501357078008,9.48329409603985e-25,3.8300785778503e-24
"MAP6",-2.33866918800582,2.54799184572975,449.751972418979,8.16757776877497e-100,5.22269275437675e-98
"MAP7D2",2.52120419135997,5.11864445245449,67.4502888560476,2.16066839754879e-16,6.08080817058546e-16
"MAP7D3",1.09032097006757,4.54574020758303,189.038974539637,5.15353071709715e-43,4.36263944056992e-42
"MAP9",-1.16461388114884,4.25322435337857,125.557794339709,3.8423505959506e-29,1.86230258715251e-28
"MAPK15",1.24114960611942,3.13453142249278,41.7939236814411,1.01418108889328e-10,2.1703941458519e-10
"MAPK4",-4.01073383667736,1.86258953744136,174.67910376454,7.03529843871343e-40,5.20709942565283e-39
"MAPK8IP1",-1.1406328754527,4.76517724423648,144.145597291675,3.30185718630187e-33,1.88628720163771e-32
"MAPK8IP3",2.02620531306719,6.11167724635469,171.375861696834,3.70400432248698e-39,2.66727696475271e-38
"MAPRE2",1.19003205516877,6.83885261506673,212.747544033398,3.4549969377207e-48,3.64302897205242e-47
"MARCH1",1.75371765898095,2.79760783083538,126.750152577772,2.1069712075663e-29,1.03500705643028e-28
"MARCH3",1.76178282248936,2.02551375969615,252.951409191044,5.90229140338906e-57,9.06579789887562e-56
"MARCH4",3.30398595142247,0.523303988916948,208.77957639609,2.53589492985228e-47,2.57372605993658e-46
"MARCKS",1.26926819192248,7.61257812713154,228.558298438027,1.22958303784154e-51,1.51026856395722e-50
"MARCO",2.70240810710583,2.06267406786806,66.5617894107451,3.39095932074903e-16,9.45218015338444e-16
"MARVELD2",-2.24865875716386,3.51323219453021,351.546926313727,1.95108674330006e-78,6.71345066707333e-77
"MARVELD3",-1.48992113476031,3.02717058427948,121.31971291318,3.25255479851591e-28,1.5148425740259e-27
"MASP1",2.21167336349547,5.71107396560694,122.27772094709,2.0068494780907e-28,9.42624538905213e-28
"MASP2",1.08356104143315,0.256631702865572,40.6687282492803,1.8035040390102e-10,3.81140520244156e-10
"MATK",2.294982090094,2.79019628977183,263.581091747375,2.84409283896429e-59,4.89308766832899e-58
"MBNL3",-1.02241546122693,2.53983119417961,52.1766657087949,5.07253300450835e-13,1.21445716268954e-12
"MBOAT2",-1.44400453302764,3.73273891859543,281.503221763058,3.53200369829723e-63,6.9607570239326e-62
"MC1R",1.53331949830702,2.80702915493183,131.794291805149,1.65954855622592e-30,8.54079928815545e-30
"MCAM",2.0340583428286,8.66443606028778,243.955555729956,5.39816964219976e-55,7.59464867791636e-54
"MCCD1",-4.38092654502551,2.13221555240042,168.673071766679,1.44207333890449e-38,1.01298683056756e-37
"MCF2L",1.15130628471588,5.76456330916723,101.568052651429,6.90499972432043e-24,2.67701251346995e-23
"MCHR1",5.96213193628678,3.56411992825118,172.809353345707,1.80137597862946e-39,1.31176445286414e-38
"MCM10",3.05305901184428,0.87478648898839,250.281966019476,2.25407665488433e-56,3.36845417062403e-55
"MCM5",1.02108920004398,5.47901892143271,262.668482051686,4.49636927630496e-59,7.67370055528838e-58
"MCOLN2",1.39240452191479,1.30118975576062,55.4133655224483,9.76700945780712e-14,2.4285492975946e-13
"MCOLN3",-1.31552472323007,1.8529135818687,32.8139984772193,1.0141191920428e-08,1.95641095976248e-08
"MCTP2",1.56906674932316,4.7715282383157,186.037118562766,2.33017944802057e-42,1.92233353245063e-41
"MDK",1.35742467930884,6.16025070025029,48.5486002814225,3.22204207009326e-12,7.40135750883741e-12
"MDM2",1.02417438136938,7.06823600267674,182.411664257817,1.44170060294835e-41,1.15050333601111e-40
"MDM4",1.14775765495779,5.39694545119269,97.1419601379582,6.45307767581226e-23,2.40300935495943e-22
"MECOM",-2.52758832266099,6.01246087260586,610.524261506309,8.60441246319881e-135,1.36379937541701e-132
"MED10",1.00241341915705,4.66817608013936,197.823929831691,6.23321072179557e-45,5.72203367492497e-44
"MEF2B",1.89255605736481,0.943582765902097,130.702410276228,2.87653056246976e-30,1.46121475793512e-29
"MEF2C",1.48204417439598,6.63962191760981,208.316236232964,3.20053233888982e-47,3.23286314014369e-46
"MEFV",2.19624070953345,0.639054143515302,148.983930366937,2.89103433153123e-34,1.71950181658618e-33
"MEG3",1.13757143168251,1.15322684108677,19.7662991873689,8.75121857424698e-06,1.41876393403379e-05
"MEGF11",1.20283269323012,2.47684805791299,18.7879999167284,1.46083388106657e-05,2.33279356848991e-05
"MEGF6",1.0818449193296,5.22103715137083,57.1624923106223,4.0125102361098e-14,1.0165344330522e-13
"MEI1",1.70084408578815,1.34636485886503,79.064893992605,6.01029055775768e-19,1.90162070545831e-18
"MEIS3",1.44658276031432,2.46506478141198,93.7104600009638,3.65225709358578e-22,1.31596078445791e-21
"MELK",3.13798623098384,1.89610595453302,217.870181277218,2.63609721471116e-49,2.93317493666778e-48
"MEOX2",1.67114711039708,1.63084824601913,40.591344487391,1.87635989651941e-10,3.96200199805027e-10
"MESP1",1.19034390391897,1.26786002145077,80.9987384488533,2.25861821208638e-19,7.26806754684125e-19
"MEST",-1.10617962907251,4.44771564775757,48.0181465863835,4.22292646309218e-12,9.65731103202002e-12
"METRNL",-1.0401612531449,5.11140222776689,96.4013889241284,9.38013265445455e-23,3.46527638033024e-22
"MET",1.29959222718582,8.39363178885242,166.456264572266,4.39744492603587e-38,3.03603021098278e-37
"MEX3B",1.42470099033326,1.65258817308645,134.74344477165,3.7571070465384e-31,1.98008977312967e-30
"MFAP3L",-1.55172744177027,5.91047946638857,241.047493391606,2.32438059573845e-54,3.16553441461675e-53
"MFHAS1",-1.31257055786776,4.13273552864075,144.097077634513,3.38350106979743e-33,1.93218790490272e-32
"MFI2",-3.30642748832929,3.9949137654845,256.458484981695,1.01508371812133e-57,1.62620777594513e-56
"MFNG",1.07016096641222,4.67583428960482,138.835764022183,4.78423592113313e-32,2.62349396352457e-31
"MFSD3",-1.48699581691758,3.76658205318886,238.684592193326,7.6124834072728e-54,1.01176084107901e-52
"MFSD4",-5.56932677772024,6.47246499114869,3621.13888022011,0,0
"MFSD6L",-3.5465430342645,0.384520387728936,249.013341287357,4.26129739187421e-56,6.26124949127553e-55
"MGAT3",1.1996282102388,5.0070907579167,44.576592793444,2.44598534212539e-11,5.38456495453992e-11
"MGAT5",-1.22833523965174,4.10447869364333,104.706551527485,1.41631967859387e-24,5.66946450601025e-24
"MGC12982",1.59890122401028,1.896752661701,247.746694813215,8.04802398756901e-56,1.16641546099991e-54
"MGC29506",2.03896975157949,3.40488857323537,35.7939772729744,2.19324855814419e-09,4.39446076758879e-09
"MGC42105",2.12013160000696,0.578847578904349,95.0641475199241,1.84314810289481e-22,6.73065283946809e-22
